common_google_play_services_update_text,"""This app won't run unless you update Google Play services.""","Hierdie program sal nie loop nie, tensy jy Google Play-dienste opdateer.",Google Play አገልግሎቶችን እስኪያዘምኑ ድረስ ይህ መተግበሪያ አይሰራም።,‏لن يتم تشغيل هذا التطبيق ما لم تحدِّث خدمات Google Play.,"Това приложение няма да се изпълнява, освен ако не актуализирате услугите за Google Play.",আপনি যতক্ষণ না Google প্লে পরিষেবা আপডেট ততক্ষণ এই অ্যাপ্লিকেশানটি চলবে না৷,"""Aquesta aplicació no s'executarà si no actualitzes els serveis de Google Play.""",Ke spuštění této aplikace je třeba aktualizovat služby Google Play.,"Denne app kan ikke køre, medmindre du opdaterer Google Play-tjenester.","Diese App wird nur ausgeführt, wenn Sie die Google Play-Dienste aktualisieren.",Αυτή η εφαρμογή θα εκτελεστεί αφού ενημερώσετε τις υπηρεσίες Google Play.,"""This app won't run unless you update Google Play services.""","""This app won't run unless you update Google Play services.""",Esta aplicación no se ejecutará si no actualizas los servicios de Google Play,Esta aplicación no se ejecutará si no actualizas Google Play Services.,"Seda rakendust ei saa käitada, kui te ei värskenda Google Play teenuseid.",Aplikazio hau ez da exekutatuko Google Play zerbitzuak eguneratzen ez badituzu.,‏تا زمانی‌که خدمات Google Play را به‌روز نکنید این برنامه کار نمی‌کند.,"Tämä sovellus ei toimi, ellet päivitä Google Play -palveluita.","""Cette application ne fonctionnera pas tant que vous n'aurez pas mis à jour les services Google Play.""","""Cette application ne fonctionnera pas tant que vous n'aurez pas mis à jour les services Google Play.""",Esta aplicación non se executará se non actualizas os servizos de Google Play.,"""जब तक आप Google Play सेवाओं से नई जानकारी नहीं लेते हैं, तब तक यह ऐप्स  नहीं चलेगा.""",Ova se aplikacija neće pokrenuti ako ne ažurirate usluge za Google Play.,"Az alkalmazás csak akkor fog működni, ha frissíti a Google Play-szolgáltatásokat.","Այս ծրագիրը չի գործարկվի, եթե դուք չնորացնեք Google Play ծառայությունները:",Aplikasi ini tidak akan berjalan sampai Anda memperbarui layanan Google Play.,,Þetta forrit getur ekki keyrt nema þú uppfærir þjónustu Google Play.,"""L'app non funzionerà se non aggiorni Google Play Services.""",‏אפליקציה זו לא תפעל אם לא תעדכן את שירותי Google Play.,このアプリの実行には、Google Play開発者サービスの更新が必要です。,"ეს აპი ვერ გაეშვება, თუ Google Play სერვისებს არ განაახლებთ.",Бұл қолданба Google Play қызметтерін жаңартқанша іске қосылмайды.,កម្មវិធី​នេះ​នឹង​មិន​ដំណើរការ​ទេ​ លុះត្រាតែ​អ្នក​ធ្វើ​បច្ចុប្បន្នភាព​សេវាកម្ម​កម្សាន្ត Google ។,ನೀವು Google Play ಸೇವೆಗಳನ್ನು ನವೀಕರಿಸದ ಹೊರತು ಈ ಅಪ್ಲಿಕೇಶನ್ ಚಾಲನೆಯಾಗುವುದಿಲ್ಲ.,Google Play 서비스를 업데이트해야만 이 앱이 실행됩니다.,Бул колдонмо Google Play кызматтары жаңыртылмайынча иштебейт.,ແອັບຯນີ້ຈະບໍ່ສາມາດເຮັດວຽກໄດ້ຈົນກວ່າທ່ານຈະອັບເດດບໍລິການ Google Play.,"Ši programa neveiks, jei neatnaujinsite „Google Play“ paslaugų.","Lai šī lietotne darbotos, atjauniniet Google Play pakalpojumus.",Апликацијата нема да работи ако не ги ажурирате услугите на Google Play.,നിങ്ങൾ Google Play സേവനങ്ങൾ അപ്‌ഡേറ്റുചെയ്‌തില്ലെങ്കിൽ ഈ അപ്ലിക്കേഷൻ പ്രവർത്തിക്കില്ല.,Та Google Play үйлчилгээг шинэчлэхгүй бол энэ апп ажиллах боломжгүй.,आपण Google Play सेवा अद्यतनित केल्याशिवाय हा अॅप चालणार नाही.,Apl ini tidak akan berfungsi kecuali anda mengemas kini perkhidmatan Google Play.,သင်သည် Google ပလေး ဝန်ဆောင်မှုများကို မမွမ်းမံသရွေ့ ဤ app အလုပ် လုပ်မည် မဟုတ်ပါ။,Denne appen kan ikke kjøres før du oppdaterer Google Play Tjenester.,तपाईँले Google Play सेवाहरू अद्यावधिक नगरेसम्म यो अनुप्रयोग चल्ने छैन।,"Deze app kan niet worden uitgevoerd, tenzij u Google Play-services updatet.","Ta aplikacja nie będzie działać, jeśli nie zaktualizujesz Usług Google Play.",Este app só funciona com uma versão atualizada do Google Play Services.,Este app só funciona com uma versão atualizada do Google Play Services.,Esta aplicação não será executada enquanto não atualizar os serviços do Google Play.,Această aplicaţie nu poate rula decât dacă actualizaţi Servicii Google Play.,Для работы этого приложения требуется обновить Сервисы Google Play.,,ඔබ Google Play සේවා යාවත්කාලීන කරන්නේ නම් මිස මෙම යෙදුම ධාවනය නොවේ.,Túto aplikáciu bude možné spustiť až po aktualizácii služieb Google Play.,"Ta aplikacija ne deluje, če ne posodobite storitev Google Play.",Ова апликација не може да се покрене ако не ажурирате Google Play услуге.,Du måste uppdatera Google Play Tjänster innan du kan köra den här appen.,Programu hii haiwezi kuendeshwa mpaka utakaposasisha huduma za Google Play.,நீங்கள் Google Play சேவைகளைப் புதுப்பிக்கும்வரை இந்தப் பயன்பாடு இயங்காது.,మీరు Google Play సేవలను నవీకరిస్తే మినహా ఈ అనువర్తనం అమలు కాదు.,แอปพลิเคชันนี้จะไม่ทำงานจนกว่าคุณจะอัปเดตบริการ Google Play,Hindi gagana ang app na ito maliban kung i-a-update mo ang mga serbisyo ng Google Play.,Bu uygulama Google Play Hizmetleri güncellenmeden çalışmaz.,"Цей додаток не запуститься, доки ви не оновите сервіси Google Play.",‏یہ ایپ تب تک نہیں چلے گی جب تک کہ آپ Google Play سروسز اپ ڈیٹ نہیں کر لیتے ہیں۔,Ushbu ilova Google Play xizmatlari yangilanmaguncha ishlamaydi.,Ứng dụng này sẽ không chạy trừ khi bạn cập nhật dịch vụ của Google Play.,您必须先更新Google Play服务才能运行此应用。,您必須更新 Google Play 服務，才能執行這個應用程式。,您必須更新 Google Play 服務，才能執行這個應用程式。,Lolu hlelo lokusebenza ngeke lusebenze ngaphandle nje kokuthi ubuyekeze amasevisi e-Google Play.
sd_card_status,SD Card Status,,,,,,,,,SD Karten Status,,,,Estado de Tarjeta SD,Estado de Tarjeta SD,,,,,Statut carte SD,,,,,,,,Status kartu memori,,Stato della scheda SD,,,,,,,,,,,,,,,,,,,,SD kaart status,,,,,,,Статус SD карты,,,,,,,,,,,,,,,,SD卡状态,,SD記憶卡狀態,
list_item_downloaded_file_textview_downloadedsize,0MB,,,,,,,,,0MB,,,,0MB,0MB,,,,,0MB,,,,,,,,0MB,,0MB,,,,,,,,,,,,,,,,,,,,0MB,,,,,,,0MB,,,,,,,,,,,,,,,,0MB,,0MB,
last_update,Last update:,,,,,,,,,Letzte Aktualisierung:,,,,Última actualización:,Última actualización:,,,,,Dernière mise à jour :,,,,,,,,Pembaharuan terakhir:,,Ultimo aggiornamento:,,,,,,,,,,,,,,,,,,,,Laatste wijziging:,,,,,,,Последнее обновление:,,,,,,,,,,,,,,,,最近更新:,,最近更新:,
no_new_version,No new version found.,,,,,,,,,Keine neue Version gefunden.,,,,Está usando la versión más reciente,Está usando la versión más reciente,,,,,Pas de nouvelle version trouvée,,,,,,,,Tidak ada versi terbaru ditemukan,,Nessuna nuova versione trovata,,,,,,,,,,,,,,,,,,,,Geen nieuwe versie gevonden.,,,,,,,Новая версия не найдена.,,,,,,,,,,,,,,,,当前已经是最新版本,,目前已經是最新版本,
select_cancle,Cancel,,,,,,,,,Abbrechen,,,,Cancelar,Cancelar,,,,,Annuler,,,,,,,,Batalkan,,Annulla,,,,,,,,,,,,,,,,,,,,Annuleren,,,,,,,Отменить,,,,,,,,,,,,,,,,取消,,取消,
setting_buzzer_volume,Buzzer volume,,,,,,,,,Lautstärke des Summers,,,,Volumen Buzzer,Volumen Buzzer,,,,,Volume du buzzer,,,,,,,,Volume Buzzer,,,,,,,,,,,,,,,,,,,,,,Buzzer volume,,,,,,,Громкость сигнала,,,,,,,,,,,,,,,,蜂鸣器音量,,蜂鳴器音量,
connecting,Connecting camera...,,,,,,,,,Kamera wird hinzugefügt...,,,,Conectando con cámara...,Conectando con cámara...,,,,,Connexion de la caméra...,,,,,,,,Hubungkan Kamera...,,Connessione alla cam...,,,,,,,,,,,,,,,,,,,,Verbinden naar camera...,,,,,,,Подключение камеры...,,,,,,,,,,,,,,,,正在连接相机...,,正在連接相機中...,
retro,Retro,,,,,,,,,Retro,,,,Retro,Retro,,,,,Retro,,,,,,,,Retro,,,,,,,,,,,,,,,,,,,,,,Retro,,,,,,,Ретро,,,,,,,,,,,,,,,,复古,,復古,
share_failed,Operation failed,,,,,,,,,Vorgang fehlgeschlagen,,,,Fallo al compartir,Fallo al compartir,,,,,Opération échouée,,,,,,,,Operasi gagal,,Operazione fallita,,,,,,,,,,,,,,,,,,,,Actie mislukt,,,,,,,Не удалось,,,,,,,,,,,,,,,,分享失败,,分享失敗,
common_google_play_services_update_button,Update,Dateer op,ያዘምኑ,تحديث,Актуализиране,আপডেট করুন,Actualitza,Aktualizovat,Opdater,Aktualisieren,Ενημέρωση,Update,Update,Actualizar,Actualizar,Värskenda,Eguneratu,به‌روزرسانی,Päivitä,Mettre à jour,Mettre à jour,Actualizar,नई जानकारी पाएं,Ažuriranje,Frissítés,Նորացնել,Perbarui,,Uppfæra,Aggiorna,עדכן,更新,განახლება,Жаңарту,ធ្វើ​បច្ចុប្បន្នភាព,ನವೀಕರಿಸು,업데이트,Жаңыртуу,ອັບເດດ,Atnaujinti,Atjaunināt,Ажурирај,അപ്‌ഡേറ്റുചെയ്യുക,Шинэчлэх,अद्यतनित करा,Kemas kini,မွမ်းမံရန်,Oppdater,अद्यावधिक गर्नुहोस्,Updaten,Aktualizuj,Atualizar,Atualizar,Atualizar,Actualizaţi,Обновить,,යාවත්කාලීන කරන්න,Aktualizovať,Posodobi,Ажурирај,Uppdatera,Sasisha,புதுப்பி,నవీకరించు,อัปเดต,I-update,Güncelle,Оновити,اپ ڈیٹ کریں,Yangilash,Cập nhật,更新,更新,更新,Isibuyekezo
setting_about,About,,,,,,,,,About,,,,Acerca de…,Acerca de…,,,,,A propos,,,,,,,,Tentang Kami,,,,,,,,,,,,,,,,,,,,,,Over,,,,,,,Подробнее,,,,,,,,,,,,,,,,关于,,關於,
set_auto,Auto,,,,,,,,,Auto,,,,Auto,Auto,,,,,Auto,,,,,,,,Otomatis,,Auto,,,,,,,,,,,,,,,,,,,,Automatisch,,,,,,,Авто,,,,,,,,,,,,,,,,自动,,自動,
wifi_authenticate_failed,Please confirm whether the Wi-Fi password input is correct.,,,,,,,,,Überprüfen Sie bitte das eingegebene WLAN Passwort auf Richtigkeit.,,,,Confirme si la contraseña de Wi-Fi es correcta,Confirme si la contraseña de Wi-Fi es correcta,,,,,Merci de confirmer si le mot de passe Wi-Fi est incorrect,,,,,,,,Silahkan konfirmasi apakah password yang dimasukan sudah sesuai.,,,,,,,,,,,,,,,,,,,,,,Probeer het wifi wachtwoord opnieuw.,,,,,,,"Пожалуйста, проверьте правильность ввода пароля Wi-Fi.",,,,,,,,,,,,,,,,请确认Wi-Fi密码是否输入正确。,,請確認Wifi密碼是否輸入正確。,
tvVideoDownload,Download,,,,,,,,,Download,,,,Descarga,Descarga,,,,,Téléchargement,,,,,,,,Download,,,,,,,,,,,,,,,,,,,,,,Download,,,,,,,Загрузка,,,,,,,,,,,,,,,,下载,,下載,
select_camera,Select camera,,,,,,,,,Kamera auswählen,,,,Seleccionar cámara,Seleccionar cámara,,,,,Choisir une caméra,,,,,,,,Pilih Kamera,,,,,,,,,,,,,,,,,,,,,,Selecteer camera,,,,,,,Выбрать камеру,,,,,,,,,,,,,,,,连接相机,,連接相機,
video_edit_function,Feature,,,,,,,,,Feature,,,,Característica,Característica,,,,,Fonction,,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,Optie,,,,,,,Характеристика,,,,,,,,,,,,,,,,功能,,功能,
setting_common_problem,Q & A,,,,,,,,,Q & A,,,,Q & A,Q & A,,,,,FAQ,,,,,,,,Q & A,,Q & A,,,,,,,,,,,,,,,,,,,,Vraag en Antwoord,,,,,,,Вопросы и ответы,,,,,,,,,,,,,,,,常见问题,,常見問題,
date_and_time,Date/Time,,,,,,,,,Datum/Zeit,,,,Fecha/Hora,Fecha/Hora,,,,,Date/Heure,,,,,,,,Tanggal/Waktu,,Data/Ora,,,,,,,,,,,,,,,,,,,,Datum/Tijd,,,,,,,Число/Время,,,,,,,,,,,,,,,,日期/时间,,日期/時間,
take_photo_failed,Failed to take a photo.,,,,,,,,,Fotoaufnahme fehlgeschlagen.,,,,Fallo al tomar la foto,Fallo al tomar la foto,,,,,Prise de photo échouée,,,,,,,,Gagal mengambil foto.,,,,,,,,,,,,,,,,,,,,,,Foto nemen mislukt,,,,,,,Не получилось сделать фото.,,,,,,,,,,,,,,,,拍照失败,,拍照失敗,
find_new_sw,New firmware version released,,,,,,,,,Neue Firmware Version erhältlich,,,,Nueva versión de Firmware disponible,Nueva versión de Firmware disponible,,,,,Nouvelle version du firmware disponible,,,,,,,,Versi baru Firmware sudah dirilis,,Nuova versione del firmware disponibile,,,,,,,,,,,,,,,,,,,,Nieuwe firmware beschikbaar,,,,,,,Появилась новая версия,,,,,,,,,,,,,,,,发现新的固件版本,,發現新的韌體版本,
show_password,Show password,,,,,,,,,Passwort anzeigen,,,,Mostrar contraseña,Mostrar contraseña,,,,,Montrer le mot de passe,,,,,,,,Tunjukan Wi-Fi,,Mostra password,,,,,,,,,,,,,,,,,,,,Toon wachtwoord,,,,,,,Показать пароль,,,,,,,,,,,,,,,,显示密码,,顯示密碼,
date_style,XX YY,,,,,,,,,XX YY,,,,XX YY,XX YY,,,,,XX YY,,,,,,,,XX YY,,XX YY,,,,,,,,,,,,,,,,,,,,XX YY,,,,,,,XX YY,,,,,,,,,,,,,,,,XX月YY日,,XX月YY日,
redownload,Re-Download,,,,,,,,,Erneut downloaden,,,,Re-Descargar,Re-Descargar,,,,,Re-Télécharger,,,,,,,,Download Kembali,,Scarica di nuovo,,,,,,,,,,,,,,,,,,,,Opniew downloaden,,,,,,,Повторная загрузка,,,,,,,,,,,,,,,,重新下载,,重新下載,
new_firmware_downloaded,Please connect the camera to upgrade,,,,,,,,,Bitte schließen Sie die Kamera zu aktualisieren,,,,Conecte la cámara para actualizar,Conecte la cámara para actualizar,,,,,Merci de connecter la caméra pour mettre à jour,,,,,,,,Hubungkan kamera setelah upgrade,,Per favore connetti la camera per aggiornare,,,,,,,,,,,,,,,,,,,,Verbind de camera om bij te werken,,,,,,,Подключите камеру после обновления,,,,,,,,,,,,,,,,请连接相机后升级,,請連接相機後升級,
pinterest_client_inavailable,Pinterest client not exists or the version is too low,,,,,,,,,Pinterest Kunde existiert nicht oder eine veraltete Version wird verwendet,,,,La cuenta Pinterest no existe ó la versión está desactualizada,La cuenta Pinterest no existe ó la versión está desactualizada,,,,,Le client Pinterest n'existe pas ou la version est trop ancienne,,,,,,,,"Pinterest client tidak tersedia untuk versi ini, versi ini terlalu rendah",,Il client Pinterest non è installato o la versione è troppo vecchia,,,,,,,,,,,,,,,,,,,,Pinterest niet geinstalleerd op versie is te oud,,,,,,,Такого аккаунта Pinterest не существует или слишком низкая версия,,,,,,,,,,,,,,,,您的Pinterest未安装或版本过低，需要安装或升级才能使用,,Pinterest版本較舊或者沒有安裝，需要升級或安裝Pinterest才能使用！,
ok,OK,,,,,,,,,OK,,,,OK,OK,,,,,OK,,,,,,,,OK,,OK,,,,,,,,,,,,,,,,,,,,OK,,,,,,,OK,,,,,,,,,,,,,,,,好的,,好的,
video_edit_crop_speed_X1,X1,,,,,,,,,X1,,,,X1,X1,,,,,X1,,,,,,,,X1,,X1,,,,,,,,,,,,,,,,,,,,X1,,,,,,,X1,,,,,,,,,,,,,,,,X1,,X1,
setting_warp_enable,Lens rectification,,,,,,,,,Linsen Berichtigung,,,,Rectificación de lente,Rectificación de lente,,,,,Correction lentille,,,,,,,,Perbaiki Pengaturan Lensa,,,,,,,,,,,,,,,,,,,,,,Lens correctie,,,,,,,Настройки объектива,,,,,,,,,,,,,,,,镜头畸变校正,,鏡頭畸變校正,
video_orgau,+,,,,,,,,,+,,,,+,+,,,,,+,,,,,,,,+,,+,,,,,,,,,,,,,,,,,,,,+,,,,,,,+,,,,,,,,,,,,,,,,+,,+,
setting_timeout,Set the timeout,,,,,,,,,Festlegen der Zeitüberschreitung,,,,Tiempo de desconexión,Tiempo de desconexión,,,,,Définir le timeout,,,,,,,,Susun jangka waktu,,,,,,,,,,,,,,,,,,,,,,Stel interval in,,,,,,,Установите время ожидания,,,,,,,,,,,,,,,,设置超时,,設定超時,
set_on,ON,,,,,,,,,EIN,,,,ON,ON,,,,,Marche,,,,,,,,ON,,ON,,,,,,,,,,,,,,,,,,,,AAN,,,,,,,Вкл.,,,,,,,,,,,,,,,,开启,,開啟,
list_item_video_tvDay,0,,,,,,,,,0,,,,0,0,,,,,0,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,,0,
burst_start,Starting...,,,,,,,,,Starting...,,,,Comenzando…,Comenzando…,,,,,Démarrage...,,,,,,,,Memulai,,,,,,,,,,,,,,,,,,,,,,Starten...,,,,,,,Начало...,,,,,,,,,,,,,,,,开始运动轨迹拍照,,開始動態拍照,
miTalk,MI Talk,,,,,,,,,MI Talk,,,,MI Talk,MI Talk,,,,,MI Talk,,,,,,,,MI Talk,,,,,,,,,,,,,,,,,,,,,,MI Talk,,,,,,,MI Talk,,,,,,,,,,,,,,,,米聊,,米聊,
documentary,Documentary,,,,,,,,,Documentary,,,,Documentario,Documentario,,,,,Documentaire,,,,,,,,Dokumenter,,,,,,,,,,,,,,,,,,,,,,Documentaire,,,,,,,Документ,,,,,,,,,,,,,,,,心跳,,記錄,
wifi_connect_failed_directly,Please restart your phone or try the system settings for the Wi-Fi connection,,,,,,,,,Bitte starten Sie ihr Telefon neu oder ändern Sie die Systemeinstellungen für die WLAN Verbindung.,,,,"Por favor, reinicie su teléfono o compruebe la conexión Wi-Fi del sistema","Por favor, reinicie su teléfono o compruebe la conexión Wi-Fi del sistema",,,,,Merci de rédemarrer votre téléphone ou essayer les paramètres système pour la connection Wi-Fi,,,,,,,,Silahkan restart telepon anda dan coba pengaturan koneksi Wi-Fi”,,,,,,,,,,,,,,,,,,,,,,Herstart de telefoon of probeer de wifi instellingen.,,,,,,,"Пожалуйста, перезагрузите телефон или проверьте системные настройки для подключения Wi-Fi.",,,,,,,,,,,,,,,,请重启手机或先尝试系统设置进行Wi-Fi连接,,請重啟手機或先嘗試系統設定進行Wi-Fi連接,
firmware_download_tip,"Wi-Fi network is not currently connected, download firmware will generate data traffic, are you sure to continue?",,,,,,,,,"Wi-Fi-Netzwerk ist momentan nicht verbunden, das Herunterladen von Firmware wird Datenverkehr zu generieren, sind Sie sicher, auch weiterhin?",,,,"Red Wi-Fi no conectada, la descarga del firmware generará tráfico de datos móviles, ¿está seguro de que desea continuar?","Red Wi-Fi no conectada, la descarga del firmware generará tráfico de datos móviles, ¿está seguro de que desea continuar?",,,,,"Le réseau Wi-Fi n'est pas connecté actuellement, le téléchargement du firmware va générer l'utilisation de data, êtes-vous sur de continuer?",,,,,,,,"Jaringan Wi-Fi saat ini tidak download akan menghasilkan lalu lintas data, pastikan untuk men-download?",,,,,,,,,,,,,,,,,,,,,,"Wifi is op dit moment niet verbonden, het downloaden van de firmware kost MBs, doorgaan?",,,,,,,"Wi-Fi сеть в настоящее время не скачать приведет трафика, убедитесь, что загрузить?",,,,,,,,,,,,,,,,当前不是Wi-Fi网络，下载将产生数据流量，确认下载？,,目前不是Wi-Fi網絡，下載將產生數據流量，確認下載？,
search_time_out,The camera was not found,,,,,,,,,Die Kamera konnte nicht gefunden werden,,,,Cámara no encontrada,Cámara no encontrada,,,,,La caméra n'a pas été trouvée,,,,,,,,Kamera tidak ditemukan,,,,,,,,,,,,,,,,,,,,,,Camera is niet gevonden,,,,,,,Не удалось найти камеру,,,,,,,,,,,,,,,,未找到相机,,未找到相機,
videoquality_normal,Low,,,,,,,,,Low,,,,Baja,Baja,,,,,Basse,,,,,,,,Rendah,,,,,,,,,,,,,,,,,,,,,,Laag,,,,,,,Низкое,,,,,,,,,,,,,,,,低,,低,
setting_failed,Failed to update settings.,,,,,,,,,Aktualisierung der Einstellungen fehlgeschlagen.,,,,Fallo al actualizar la configuración,Fallo al actualizar la configuración,,,,,Mise à jour du paramètre échouée,,,,,,,,Gagal untuk perbarui pengaturan,,,,,,,,,,,,,,,,,,,,,,Instellingen bijwerken mislukt.,,,,,,,Не удалось обновить настройки.,,,,,,,,,,,,,,,,设置失败,,設定失敗,
common_android_wear_update_text,"""This app won't run unless you update the Android Wear app.""",Hierdie program sal nie werk tensy jy die Android Wear-program opdateer nie.,የAndroid Wear መተግበሪያውን እስኪያዘምኑት ድረስ ይህ መተግበሪያ አያሄድም።,‏لن يتم تشغيل هذا التطبيق ما لم تحدِّث تطبيق Android Wear.,"Това приложение няма да стартира, освен ако не актуализирате Android Wear.",আপনি Android Wear অ্যাপ্লিকেশান আপডেট না করা পর্যন্ত এই অ্যাপ্লিকেশানটি চলবে না।,"""Aquesta aplicació no s'executarà fins que no actualitzis l'aplicació Android Wear.""",Aplikace bude fungovat po aktualizaci aplikace Android Wear.,"Denne app kan ikke køre, medmindre du opdaterer appen Android Wear.",Diese App funktioniert erst nach der Aktualisierung der Android Wear App.,Αυτή η εφαρμογή δεν θα εκτελεστεί εάν δεν ενημερώσετε την εφαρμογή Android Wear.,"""This app won't run unless you update the Android Wear app.""","""This app won't run unless you update the Android Wear app.""",Esta aplicación no se ejecutará hasta que actualices Android Wear,"Esta aplicación no se ejecutará, a menos que actualices la aplicación Android Wear.","Rakendus töötab ainult siis, kui värskendate rakendust Android Wear.",Aplikazio hau ez da exekutatuko Android Wear aplikazioa eguneratu ezean.,‏این برنامه اجرا نمی‌شود مگر اینکه برنامه Android Wear را به‌روزرسانی کنید.,"Tämä sovellus ei toimi, ellet päivitä Android Wear -sovellusta.","""Cette application ne fonctionnera pas tant que vous n'aurez pas mis à jour l'application Android Wear.""","""Cette application ne fonctionnera pas tant que vous n'aurez pas mis à jour l'application Android Wear.""",Esta aplicación non se executará se non actualizas a aplicación Android Wear.,"यह ऐप्स तब तक नहीं चलेगा, जब तक कि आप Android Wear ऐप्स को अपडेट नहीं करते.",Ova aplikacija neće funkcionirati ako ne ažurirate aplikaciju Android Wear.,"Ez az alkalmazás nem működik, amíg nem frissíti az Android Wear-alkalmazást.","Այս ծրագիրը չի գործարկվի, եթե չթարմացնեք Android Wear-ը:",Aplikasi ini tidak akan berjalan sampai Anda memperbarui layanan Android Wear.,,Þetta forrit getur ekki keyrt nema þú uppfærir Android Wear forritið.,Questa app funzionerà solo dopo avere aggiornato Android Wear.,‏אפליקציה זו לא תפעל עד שתעדכן את האפליקציה Android Wear.,Android Wearアプリを使用するにはアプリの更新が必要です。,"ეს აპი ვერ გაეშვება, თუ Android Wear აპს არ განაახლებთ.",Бұл қолданба Android Wear қолданбасын жаңартқанша іске қосылмайды.,កម្មវិធី​នេះ​នឹង​មិន​ដំណើរការ​ទេ លុះ​ត្រា​តែ​អ្នក​ធ្វើ​បច្ចុប្បន្នភាព​​កម្មវិធី Android Wear ។,ನೀವು Android Wear ಅಪ್ಲಿಕೇಶನ್ ನವೀಕರಿಸದ ಹೊರತು ಈ ಅಪ್ಲಿಕೇಶನ್ ರನ್ ಆಗುವುದಿಲ್ಲ.,Android Wear 앱을 업데이트해야만 이 앱이 실행됩니다.,Android Тагынма колдонмосу жаңыртылмайынча бул колдонмо иштебейт.,ແອັບຯ​ນີ້​ຈະ​ບໍ່​ສາ​ມາດ​ໃຊ້​ໄດ້​ຈົນ​ກວ່າ​ທ່ານ​ຈະ​ອັບ​ເດດ​ແອັບຯ Android Wear.,Ši programa veiks tik atnaujinus „Android Wear“ programą.,"Šī lietotne nedarbosies, ja neatjaunināsiet lietotni Android Wear.",Апликацијата нема да работи ако не ја ажурирате апликацијата Android Wear.,നിങ്ങൾ Android Wear അപ്ലിക്കേഷൻ അപ്‌ഡേറ്റുചെയ്യാത്തിടത്തോളം ഈ അപ്ലിക്കേഷൻ പ്രവർത്തിക്കില്ല.,Андройд Зүүсгэл апп-г шинэчлэхээс нааш энэ апп ажиллахгүй.,आपण Android Wear अॅप अद्यतनित केल्याशिवाय हा अॅप कार्य करणार नाही.,Apl ini tidak akan berfungsi melainkan anda mengemas kini apl Android Wear.,သင်က အန်ဒရွိုက် ဆောင်စရာ appကို မွမ်းမံ မပေးမချင်း ဒီapp အလုပ်လုပ်မည် မဟုတ်ပါ။,Denne appen kjører ikke med mindre du oppdaterer Android Wear-appen.,Android उपयोग अनुप्रयोग अद्यावधिक नगरेसम्म यो अनुप्रयोगले कार्य गर्ने छैन।,"Deze app wordt niet uitgevoerd, tenzij u de Android Wear-app updatet.","Ta aplikacja nie będzie działać, jeśli nie zaktualizujesz aplikacji Google Wear.",Este app só funciona com uma versão atualizada do app Android Wear.,Este app só funciona com uma versão atualizada do app Android Wear.,Esta aplicação não será executada enquanto não atualizar a aplicação Android Wear.,Această aplicație nu va rula dacă nu actualizați aplicația Android Wear.,Для работы этого приложения требуется обновить Android Wear.,,Android Wear යෙදුම ඔබ යාවත්කාලීන කළේ නැති නම් මෙම යෙදුම ධාවනය කළ නොහැක.,Táto aplikácia bude fungovať až po aktualizácii aplikácie Android Wear.,"Ta aplikacije ne deluje, če ne posodobite aplikacije Android Wear.",Ова апликација не може да се покрене ако не ажурирате апликацију Android Wear.,Om du inte uppdaterar appen Android Wear kan den här appen inte köras.,Programu hii haitaendeshwa usiposasisha programu ya Android Wear.,"Android வியருக்குப் புதுப்பிக்கும் வரை, பயன்பாடு செயல்படாது.",మీరు Android Wear అనువర్తనాన్ని నవీకరించకపోతే ఈ అనువర్తనం అమలు కాదు.,แอปนี้จะไม่ทำงานจนกว่าคุณจะอัปเดตแอป Android Wear,Hindi gagana ang app na ito hanggang sa i-update mo ang Android Wear app.,Android Wear uygulaması güncelleninceye kadar bu uygulama çalışmayacak.,"Цей додаток запуститься, лише коли ви оновите Android Wear.",‏جب تک آپ Android Wear ایپ کو اپ ڈیٹ نہیں کر لیتے یہ ایپ نہیں چلے گی۔,Ushbu ilova Android Wear ilovasi yangilanmaguncha ishlamaydi.,Ứng dụng này chỉ chạy khi bạn cập nhật ứng dụng Android Wear.,只有更新Android Wear应用后，此应用才能正常运行。,您必須更新 Android Wear 應用程式，這個應用程式才能運作。,您必須更新 Android Wear 應用程式，這個應用程式才能運作。,Lolu hlelo lokusebenza ngeke lusebenze ngaphandle kokuthi ubuyekeze uhlelo lokusebenza le-Android Wear.
please_open_miui_cloud,Please open cloud in beautiful MIUI gallery album!,,,,,,,,,Öffnen Sie die Beautiful MiUi Cloud im Gallerie Album!,,,,¡Abra el album en nube de MIUI!,¡Abra el album en nube de MIUI!,,,,,Merci d'ouvrir le cloud depuis la magnifique application gallerie MIUI,,,,,,,,Silahkan lihat awan di Album Galeri MIUI yang indah!,,,,,,,,,,,,,,,,,,,,,,Open album in MIUI cloud,,,,,,,"Пожалуйста, откройте в облачном альбоме MIUI!",,,,,,,,,,,,,,,,请先在MIUI图库中开启云相册!,,請先在MIUI圖庫中開啟雲相簿!,
next,Next,,,,,,,,,Weiter,,,,Siguiente,Siguiente,,,,,Suivant,,,,,,,,Selanjutnya,,,,,,,,,,,,,,,,,,,,,,Volgende,,,,,,,Далее,,,,,,,,,,,,,,,,下一步,,下一步,
